Institute,Program,Quota,Seat,Gender,Note,Code,Opening Rank (int),Closing Rank (int)
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,HS,OPEN,Gender-Neutral,,GNGND,11352,11352
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,HS,OPEN,Female-only (including Supernumerary),,GNGLD,15118,15118
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,HS,EWS,Gender-Neutral,,EWGND,27670,27670
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,HS,EWS,Female-only (including Supernumerary),,EWGLD,31247,31247
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,HS,OBC-NCL,Gender-Neutral,,OBGND,49930,49930
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,OBGLD,60658,60658
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,HS,SC,Gender-Neutral,,SCGND,109484,109484
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,HS,SC,Female-only (including Supernumerary),,SCGLD,127751,127751
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,HS,ST,Gender-Neutral,,STGND,356659,356659
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,HS,ST,Female-only (including Supernumerary),,STGLD,375308,375308
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,HS,OPEN,Female-only (including Supernumerary),Single Girl,GNSGD,17868,17868
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,HS,OPEN (PwD),Gender-Neutral,,GNPDD,164943,164943
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,HS,EWS (PwD),Gender-Neutral,,EWPDD,293227,293227
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,HS,OBC-NCL (PwD),Gender-Neutral,,OBPDD,863726,863726
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,HS,SC (PwD),Gender-Neutral,,SCPDD,701955,701955
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering (Data Science & Analytics),HS,OPEN,Gender-Neutral,,GNGND,12442,12442
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering (Data Science & Analytics),HS,OPEN,Female-only (including Supernumerary),,GNGLD,19590,19590
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering (Data Science & Analytics),HS,EWS,Gender-Neutral,,EWGND,28333,28333
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering (Data Science & Analytics),HS,OBC-NCL,Gender-Neutral,,OBGND,54273,54273
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering (Data Science & Analytics),HS,OBC-NCL,Female-only (including Supernumerary),,OBGLD,57393,57393
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering (Data Science & Analytics),HS,SC,Gender-Neutral,,SCGND,107590,107590
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering (Data Science & Analytics),HS,SC,Female-only (including Supernumerary),,SCGLD,137182,137182
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering (Data Science & Analytics),HS,ST,Gender-Neutral,,STGND,432099,432099
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering (Data Science & Analytics),HS,OPEN,Female-only (including Supernumerary),Single Girl,GNSGD,22510,22510
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering (Data Science & Analytics),HS,OPEN (PwD),Gender-Neutral,,GNPDD,164213,164213
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering (Data Science & Analytics),HS,OBC-NCL (PwD),Gender-Neutral,,OBPDD,661822,661822
"Delhi Technological University, Bawana Road, Delhi-110042",Information Technology,HS,OPEN,Gender-Neutral,,GNGND,14561,14561
"Delhi Technological University, Bawana Road, Delhi-110042",Information Technology,HS,OPEN,Female-only (including Supernumerary),,GNGLD,20121,20121
"Delhi Technological University, Bawana Road, Delhi-110042",Information Technology,HS,EWS,Gender-Neutral,,EWGND,33875,33875
"Delhi Technological University, Bawana Road, Delhi-110042",Information Technology,HS,EWS,Female-only (including Supernumerary),,EWGLD,38505,38505
"Delhi Technological University, Bawana Road, Delhi-110042",Information Technology,HS,OBC-NCL,Gender-Neutral,,OBGND,70083,70083
"Delhi Technological University, Bawana Road, Delhi-110042",Information Technology,HS,OBC-NCL,Female-only (including Supernumerary),,OBGLD,86242,86242
"Delhi Technological University, Bawana Road, Delhi-110042",Information Technology,HS,SC,Gender-Neutral,,SCGND,134617,134617
"Delhi Technological University, Bawana Road, Delhi-110042",Information Technology,HS,ST,Gender-Neutral,,STGND,553889,553889
"Delhi Technological University, Bawana Road, Delhi-110042",Information Technology,HS,ST,Female-only (including Supernumerary),,STGLD,747794,747794
"Delhi Technological University, Bawana Road, Delhi-110042",Information Technology,HS,OPEN,Female-only (including Supernumerary),Single Girl,GNSGD,24641,24641
"Delhi Technological University, Bawana Road, Delhi-110042",Information Technology,HS,OPEN (PwD),Gender-Neutral,,GNPDD,236246,236246
"Delhi Technological University, Bawana Road, Delhi-110042",Information Technology,HS,EWS (PwD),Gender-Neutral,,EWPDD,327036,327036
"Delhi Technological University, Bawana Road, Delhi-110042",Information Technology,HS,OBC-NCL (PwD),Gender-Neutral,,OBPDD,968761,968761
"Delhi Technological University, Bawana Road, Delhi-110042",Information Technology (Cyber Security),HS,OPEN,Gender-Neutral,,GNGND,19027,19027
"Delhi Technological University, Bawana Road, Delhi-110042",Information Technology (Cyber Security),HS,OPEN,Female-only (including Supernumerary),,GNGLD,23570,23570
"Delhi Technological University, Bawana Road, Delhi-110042",Information Technology (Cyber Security),HS,EWS,Gender-Neutral,,EWGND,36194,36194
"Delhi Technological University, Bawana Road, Delhi-110042",Information Technology (Cyber Security),HS,OBC-NCL,Gender-Neutral,,OBGND,83250,83250
"Delhi Technological University, Bawana Road, Delhi-110042",Information Technology (Cyber Security),HS,OBC-NCL,Female-only (including Supernumerary),,OBGLD,96775,96775
"Delhi Technological University, Bawana Road, Delhi-110042",Information Technology (Cyber Security),HS,SC,Gender-Neutral,,SCGND,165771,165771
"Delhi Technological University, Bawana Road, Delhi-110042",Information Technology (Cyber Security),HS,SC,Female-only (including Supernumerary),,SCGLD,208540,208540
"Delhi Technological University, Bawana Road, Delhi-110042",Information Technology (Cyber Security),HS,ST,Gender-Neutral,,STGND,643847,643847
"Delhi Technological University, Bawana Road, Delhi-110042",Information Technology (Cyber Security),HS,OPEN,Female-only (including Supernumerary),Single Girl,GNSGD,24313,24313
"Delhi Technological University, Bawana Road, Delhi-110042",Information Technology (Cyber Security),HS,OPEN (PwD),Gender-Neutral,,GNPDD,226990,226990
"Delhi Technological University, Bawana Road, Delhi-110042",Software Engineering,HS,OPEN,Gender-Neutral,,GNGND,18706,18706
"Delhi Technological University, Bawana Road, Delhi-110042",Software Engineering,HS,OPEN,Female-only (including Supernumerary),,GNGLD,20996,20996
"Delhi Technological University, Bawana Road, Delhi-110042",Software Engineering,HS,EWS,Gender-Neutral,,EWGND,42387,42387
"Delhi Technological University, Bawana Road, Delhi-110042",Software Engineering,HS,EWS,Female-only (including Supernumerary),,EWGLD,42751,42751
"Delhi Technological University, Bawana Road, Delhi-110042",Software Engineering,HS,OBC-NCL,Gender-Neutral,,OBGND,80436,80436
"Delhi Technological University, Bawana Road, Delhi-110042",Software Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,OBGLD,106011,106011
"Delhi Technological University, Bawana Road, Delhi-110042",Software Engineering,HS,SC,Gender-Neutral,,SCGND,175926,175926
"Delhi Technological University, Bawana Road, Delhi-110042",Software Engineering,HS,SC,Female-only (including Supernumerary),,SCGLD,197551,197551
"Delhi Technological University, Bawana Road, Delhi-110042",Software Engineering,HS,ST,Gender-Neutral,,STGND,641245,641245
"Delhi Technological University, Bawana Road, Delhi-110042",Software Engineering,HS,ST,Female-only (including Supernumerary),,STGLD,667981,667981
"Delhi Technological University, Bawana Road, Delhi-110042",Software Engineering,HS,OPEN,Female-only (including Supernumerary),Single Girl,GNSGD,23372,23372
"Delhi Technological University, Bawana Road, Delhi-110042",Software Engineering,HS,OPEN (PwD),Gender-Neutral,,GNPDD,333904,333904
"Delhi Technological University, Bawana Road, Delhi-110042",Software Engineering,HS,EWS (PwD),Gender-Neutral,,EWPDD,345115,345115
"Delhi Technological University, Bawana Road, Delhi-110042",Mathematics and Computing,HS,OPEN,Gender-Neutral,,GNGND,20458,20458
"Delhi Technological University, Bawana Road, Delhi-110042",Mathematics and Computing,HS,OPEN,Female-only (including Supernumerary),,GNGLD,23503,23503
"Delhi Technological University, Bawana Road, Delhi-110042",Mathematics and Computing,HS,EWS,Gender-Neutral,,EWGND,49805,49805
"Delhi Technological University, Bawana Road, Delhi-110042",Mathematics and Computing,HS,EWS,Female-only (including Supernumerary),,EWGLD,61080,61080
"Delhi Technological University, Bawana Road, Delhi-110042",Mathematics and Computing,HS,OBC-NCL,Gender-Neutral,,OBGND,100268,100268
"Delhi Technological University, Bawana Road, Delhi-110042",Mathematics and Computing,HS,OBC-NCL,Female-only (including Supernumerary),,OBGLD,115408,115408
"Delhi Technological University, Bawana Road, Delhi-110042",Mathematics and Computing,HS,SC,Gender-Neutral,,SCGND,200587,200587
"Delhi Technological University, Bawana Road, Delhi-110042",Mathematics and Computing,HS,SC,Female-only (including Supernumerary),,SCGLD,242941,242941
"Delhi Technological University, Bawana Road, Delhi-110042",Mathematics and Computing,HS,ST,Gender-Neutral,,STGND,960804,960804
"Delhi Technological University, Bawana Road, Delhi-110042",Mathematics and Computing,HS,OPEN,Female-only (including Supernumerary),Single Girl,GNSGD,28383,28383
"Delhi Technological University, Bawana Road, Delhi-110042",Mathematics and Computing,HS,OPEN (PwD),Gender-Neutral,,GNPDD,340318,340318
"Delhi Technological University, Bawana Road, Delhi-110042",Mathematics and Computing,HS,EWS (PwD),Gender-Neutral,,EWPDD,419962,419962
"Delhi Technological University, Bawana Road, Delhi-110042",Electronics and Communication Engineering,HS,OPEN,Gender-Neutral,,GNGND,22278,22278
"Delhi Technological University, Bawana Road, Delhi-110042",Electronics and Communication Engineering,HS,OPEN,Female-only (including Supernumerary),,GNGLD,26356,26356
"Delhi Technological University, Bawana Road, Delhi-110042",Electronics and Communication Engineering,HS,EWS,Gender-Neutral,,EWGND,55620,55620
"Delhi Technological University, Bawana Road, Delhi-110042",Electronics and Communication Engineering,HS,EWS,Female-only (including Supernumerary),,EWGLD,92816,92816
"Delhi Technological University, Bawana Road, Delhi-110042",Electronics and Communication Engineering,HS,OBC-NCL,Gender-Neutral,,OBGND,105320,105320
"Delhi Technological University, Bawana Road, Delhi-110042",Electronics and Communication Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,OBGLD,121035,121035
"Delhi Technological University, Bawana Road, Delhi-110042",Electronics and Communication Engineering,HS,SC,Gender-Neutral,,SCGND,209811,209811
"Delhi Technological University, Bawana Road, Delhi-110042",Electronics and Communication Engineering,HS,ST,Gender-Neutral,,STGND,911267,911267
"Delhi Technological University, Bawana Road, Delhi-110042",Electronics and Communication Engineering,HS,ST,Female-only (including Supernumerary),,STGLD,967902,967902
"Delhi Technological University, Bawana Road, Delhi-110042",Electronics and Communication Engineering,HS,OPEN,Female-only (including Supernumerary),Single Girl,GNSGD,30102,30102
"Delhi Technological University, Bawana Road, Delhi-110042",Electronics and Communication Engineering,HS,OPEN (PwD),Gender-Neutral,,GNPDD,440684,440684
"Delhi Technological University, Bawana Road, Delhi-110042",Electronics and Communication Engineering,HS,OBC-NCL (PwD),Gender-Neutral,,OBPDD,759285,759285
"Delhi Technological University, Bawana Road, Delhi-110042",Electronics Engineering (VLSI Design and Technology),HS,OPEN,Gender-Neutral,,GNGND,24842,24842
"Delhi Technological University, Bawana Road, Delhi-110042",Electronics Engineering (VLSI Design and Technology),HS,OPEN,Female-only (including Supernumerary),,GNGLD,27868,27868
"Delhi Technological University, Bawana Road, Delhi-110042",Electronics Engineering (VLSI Design and Technology),HS,EWS,Gender-Neutral,,EWGND,60649,60649
"Delhi Technological University, Bawana Road, Delhi-110042",Electronics Engineering (VLSI Design and Technology),HS,OBC-NCL,Gender-Neutral,,OBGND,109834,109834
"Delhi Technological University, Bawana Road, Delhi-110042",Electronics Engineering (VLSI Design and Technology),HS,OBC-NCL,Female-only (including Supernumerary),,OBGLD,144448,144448
"Delhi Technological University, Bawana Road, Delhi-110042",Electronics Engineering (VLSI Design and Technology),HS,SC,Gender-Neutral,,SCGND,222503,222503
"Delhi Technological University, Bawana Road, Delhi-110042",Electronics Engineering (VLSI Design and Technology),HS,SC,Female-only (including Supernumerary),,SCGLD,282842,282842
"Delhi Technological University, Bawana Road, Delhi-110042",Electronics Engineering (VLSI Design and Technology),HS,ST,Gender-Neutral,,STGND,1117103,1117103
"Delhi Technological University, Bawana Road, Delhi-110042",Electronics Engineering (VLSI Design and Technology),HS,OPEN,Female-only (including Supernumerary),Single Girl,GNSGD,52888,52888
"Delhi Technological University, Bawana Road, Delhi-110042",Electronics Engineering (VLSI Design and Technology),HS,OPEN (PwD),Gender-Neutral,,GNPDD,451368,451368
"Delhi Technological University, Bawana Road, Delhi-110042",Electrical Engineering,HS,OPEN,Gender-Neutral,,GNGND,31589,31589
"Delhi Technological University, Bawana Road, Delhi-110042",Electrical Engineering,HS,OPEN,Female-only (including Supernumerary),,GNGLD,42199,42199
"Delhi Technological University, Bawana Road, Delhi-110042",Electrical Engineering,HS,EWS,Gender-Neutral,,EWGND,79048,79048
"Delhi Technological University, Bawana Road, Delhi-110042",Electrical Engineering,HS,EWS,Female-only (including Supernumerary),,EWGLD,132804,132804
"Delhi Technological University, Bawana Road, Delhi-110042",Electrical Engineering,HS,OBC-NCL,Gender-Neutral,,OBGND,147712,147712
"Delhi Technological University, Bawana Road, Delhi-110042",Electrical Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,OBGLD,192885,192885
"Delhi Technological University, Bawana Road, Delhi-110042",Electrical Engineering,HS,SC,Gender-Neutral,,SCGND,286821,286821
"Delhi Technological University, Bawana Road, Delhi-110042",Electrical Engineering,HS,SC,Female-only (including Supernumerary),,SCGLD,453582,453582
"Delhi Technological University, Bawana Road, Delhi-110042",Electrical Engineering,HS,ST,Gender-Neutral,,STGND,1235423,1235423
"Delhi Technological University, Bawana Road, Delhi-110042",Electrical Engineering,HS,OPEN,Female-only (including Supernumerary),Single Girl,GNSGD,54655,54655
"Delhi Technological University, Bawana Road, Delhi-110042",Electrical Engineering,HS,OPEN (PwD),Gender-Neutral,,GNPDD,838112,838112
"Delhi Technological University, Bawana Road, Delhi-110042",Mechanical Engineering,HS,OPEN,Gender-Neutral,,GNGND,44365,44365
"Delhi Technological University, Bawana Road, Delhi-110042",Mechanical Engineering,HS,OPEN,Female-only (including Supernumerary),,GNGLD,79234,79234
"Delhi Technological University, Bawana Road, Delhi-110042",Mechanical Engineering,HS,EWS,Gender-Neutral,,EWGND,110006,110006
"Delhi Technological University, Bawana Road, Delhi-110042",Mechanical Engineering,HS,EWS,Female-only (including Supernumerary),,EWGLD,174639,174639
"Delhi Technological University, Bawana Road, Delhi-110042",Mechanical Engineering,HS,OBC-NCL,Gender-Neutral,,OBGND,183462,183462
"Delhi Technological University, Bawana Road, Delhi-110042",Mechanical Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,OBGLD,335482,335482
"Delhi Technological University, Bawana Road, Delhi-110042",Mechanical Engineering,HS,SC,Gender-Neutral,,SCGND,378952,378952
"Delhi Technological University, Bawana Road, Delhi-110042",Mechanical Engineering,HS,SC,Female-only (including Supernumerary),,SCGLD,661821,661821
"Delhi Technological University, Bawana Road, Delhi-110042",Mechanical Engineering,HS,ST,Gender-Neutral,,STGND,1217615,1217615
"Delhi Technological University, Bawana Road, Delhi-110042",Mechanical Engineering,HS,OPEN,Female-only (including Supernumerary),Single Girl,GNSGD,91460,91460
"Delhi Technological University, Bawana Road, Delhi-110042",Mechanical Engineering,HS,OPEN (PwD),Gender-Neutral,,GNPDD,774676,774676
"Delhi Technological University, Bawana Road, Delhi-110042",Mechanical Engineering with specialization in Automotive Engineering,HS,OPEN,Gender-Neutral,,GNGND,45443,45443
"Delhi Technological University, Bawana Road, Delhi-110042",Mechanical Engineering with specialization in Automotive Engineering,HS,OPEN,Female-only (including Supernumerary),,GNGLD,57002,57002
"Delhi Technological University, Bawana Road, Delhi-110042",Mechanical Engineering with specialization in Automotive Engineering,HS,EWS,Gender-Neutral,,EWGND,111566,111566
"Delhi Technological University, Bawana Road, Delhi-110042",Mechanical Engineering with specialization in Automotive Engineering,HS,OBC-NCL,Gender-Neutral,,OBGND,189390,189390
"Delhi Technological University, Bawana Road, Delhi-110042",Mechanical Engineering with specialization in Automotive Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,OBGLD,322243,322243
"Delhi Technological University, Bawana Road, Delhi-110042",Mechanical Engineering with specialization in Automotive Engineering,HS,SC,Gender-Neutral,,SCGND,418258,418258
"Delhi Technological University, Bawana Road, Delhi-110042",Mechanical Engineering with specialization in Automotive Engineering,HS,SC,Female-only (including Supernumerary),,SCGLD,547950,547950
"Delhi Technological University, Bawana Road, Delhi-110042",Mechanical Engineering with specialization in Automotive Engineering,HS,OPEN,Female-only (including Supernumerary),Single Girl,GNSGD,95906,95906
"Delhi Technological University, Bawana Road, Delhi-110042",Engineering Physics,HS,OPEN,Gender-Neutral,,GNGND,45024,45024
"Delhi Technological University, Bawana Road, Delhi-110042",Engineering Physics,HS,OPEN,Female-only (including Supernumerary),,GNGLD,56476,56476
"Delhi Technological University, Bawana Road, Delhi-110042",Engineering Physics,HS,EWS,Gender-Neutral,,EWGND,111899,111899
"Delhi Technological University, Bawana Road, Delhi-110042",Engineering Physics,HS,OBC-NCL,Gender-Neutral,,OBGND,200344,200344
"Delhi Technological University, Bawana Road, Delhi-110042",Engineering Physics,HS,OBC-NCL,Female-only (including Supernumerary),,OBGLD,236184,236184
"Delhi Technological University, Bawana Road, Delhi-110042",Engineering Physics,HS,SC,Gender-Neutral,,SCGND,440143,440143
"Delhi Technological University, Bawana Road, Delhi-110042",Engineering Physics,HS,SC,Female-only (including Supernumerary),,SCGLD,451812,451812
"Delhi Technological University, Bawana Road, Delhi-110042",Engineering Physics,HS,ST,Gender-Neutral,,STGND,880496,880496
"Delhi Technological University, Bawana Road, Delhi-110042",Engineering Physics,HS,OPEN,Female-only (including Supernumerary),Single Girl,GNSGD,114374,114374
"Delhi Technological University, Bawana Road, Delhi-110042",Chemical Engineering,HS,OPEN,Gender-Neutral,,GNGND,49816,49816
"Delhi Technological University, Bawana Road, Delhi-110042",Chemical Engineering,HS,OPEN,Female-only (including Supernumerary),,GNGLD,55917,55917
"Delhi Technological University, Bawana Road, Delhi-110042",Chemical Engineering,HS,EWS,Gender-Neutral,,EWGND,125062,125062
"Delhi Technological University, Bawana Road, Delhi-110042",Chemical Engineering,HS,EWS,Female-only (including Supernumerary),,EWGLD,200985,200985
"Delhi Technological University, Bawana Road, Delhi-110042",Chemical Engineering,HS,OBC-NCL,Gender-Neutral,,OBGND,221288,221288
"Delhi Technological University, Bawana Road, Delhi-110042",Chemical Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,OBGLD,340919,340919
"Delhi Technological University, Bawana Road, Delhi-110042",Chemical Engineering,HS,SC,Gender-Neutral,,SCGND,469072,469072
"Delhi Technological University, Bawana Road, Delhi-110042",Chemical Engineering,HS,OPEN,Female-only (including Supernumerary),Single Girl,GNSGD,95129,95129
"Delhi Technological University, Bawana Road, Delhi-110042",Chemical Engineering,HS,OPEN (PwD),Gender-Neutral,,GNPDD,1279355,1279355
"Delhi Technological University, Bawana Road, Delhi-110042",Civil Engineering,HS,OPEN,Gender-Neutral,,GNGND,56161,56161
"Delhi Technological University, Bawana Road, Delhi-110042",Civil Engineering,HS,OPEN,Female-only (including Supernumerary),,GNGLD,85250,85250
"Delhi Technological University, Bawana Road, Delhi-110042",Civil Engineering,HS,EWS,Gender-Neutral,,EWGND,134993,134993
"Delhi Technological University, Bawana Road, Delhi-110042",Civil Engineering,HS,EWS,Female-only (including Supernumerary),,EWGLD,199792,199792
"Delhi Technological University, Bawana Road, Delhi-110042",Civil Engineering,HS,OBC-NCL,Gender-Neutral,,OBGND,236405,236405
"Delhi Technological University, Bawana Road, Delhi-110042",Civil Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,OBGLD,365974,365974
"Delhi Technological University, Bawana Road, Delhi-110042",Civil Engineering,HS,SC,Gender-Neutral,,SCGND,475427,475427
"Delhi Technological University, Bawana Road, Delhi-110042",Civil Engineering,HS,SC,Female-only (including Supernumerary),,SCGLD,668920,668920
"Delhi Technological University, Bawana Road, Delhi-110042",Civil Engineering,HS,ST,Gender-Neutral,,STGND,420855,420855
"Delhi Technological University, Bawana Road, Delhi-110042",Civil Engineering,HS,ST,Female-only (including Supernumerary),,STGLD,810016,810016
"Delhi Technological University, Bawana Road, Delhi-110042",Civil Engineering,HS,OPEN,Female-only (including Supernumerary),Single Girl,GNSGD,136962,136962
"Delhi Technological University, Bawana Road, Delhi-110042",Civil Engineering,HS,OPEN (PwD),Gender-Neutral,,GNPDD,1071740,1071740
"Delhi Technological University, Bawana Road, Delhi-110042",Production & Industrial Engineering,HS,OPEN,Gender-Neutral,,GNGND,51783,51783
"Delhi Technological University, Bawana Road, Delhi-110042",Production & Industrial Engineering,HS,OPEN,Female-only (including Supernumerary),,GNGLD,83392,83392
"Delhi Technological University, Bawana Road, Delhi-110042",Production & Industrial Engineering,HS,EWS,Gender-Neutral,,EWGND,129464,129464
"Delhi Technological University, Bawana Road, Delhi-110042",Production & Industrial Engineering,HS,OBC-NCL,Gender-Neutral,,OBGND,238229,238229
"Delhi Technological University, Bawana Road, Delhi-110042",Production & Industrial Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,OBGLD,411736,411736
"Delhi Technological University, Bawana Road, Delhi-110042",Production & Industrial Engineering,HS,SC,Gender-Neutral,,SCGND,499047,499047
"Delhi Technological University, Bawana Road, Delhi-110042",Production & Industrial Engineering,HS,SC,Female-only (including Supernumerary),,SCGLD,699975,699975
"Delhi Technological University, Bawana Road, Delhi-110042",Production & Industrial Engineering,HS,OPEN,Female-only (including Supernumerary),Single Girl,GNSGD,135824,135824
"Delhi Technological University, Bawana Road, Delhi-110042",Environmental Engineering,HS,OPEN,Gender-Neutral,,GNGND,58622,58622
"Delhi Technological University, Bawana Road, Delhi-110042",Environmental Engineering,HS,OPEN,Female-only (including Supernumerary),,GNGLD,88486,88486
"Delhi Technological University, Bawana Road, Delhi-110042",Environmental Engineering,HS,EWS,Gender-Neutral,,EWGND,149774,149774
"Delhi Technological University, Bawana Road, Delhi-110042",Environmental Engineering,HS,OBC-NCL,Gender-Neutral,,OBGND,245862,245862
"Delhi Technological University, Bawana Road, Delhi-110042",Environmental Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,OBGLD,418006,418006
"Delhi Technological University, Bawana Road, Delhi-110042",Environmental Engineering,HS,SC,Gender-Neutral,,SCGND,521018,521018
"Delhi Technological University, Bawana Road, Delhi-110042",Environmental Engineering,HS,SC,Female-only (including Supernumerary),,SCGLD,653980,653980
"Delhi Technological University, Bawana Road, Delhi-110042",Environmental Engineering,HS,OPEN,Female-only (including Supernumerary),Single Girl,GNSGD,96556,96556
"Delhi Technological University, Bawana Road, Delhi-110042",Environmental Engineering,HS,OPEN (PwD),Gender-Neutral,,GNPDD,1007481,1007481
"Delhi Technological University, Bawana Road, Delhi-110042",Bio-Technology,HS,OPEN,Gender-Neutral,,GNGND,59055,59055
"Delhi Technological University, Bawana Road, Delhi-110042",Bio-Technology,HS,OPEN,Female-only (including Supernumerary),,GNGLD,80880,80880
"Delhi Technological University, Bawana Road, Delhi-110042",Bio-Technology,HS,EWS,Gender-Neutral,,EWGND,140244,140244
"Delhi Technological University, Bawana Road, Delhi-110042",Bio-Technology,HS,EWS,Female-only (including Supernumerary),,EWGLD,203570,203570
"Delhi Technological University, Bawana Road, Delhi-110042",Bio-Technology,HS,OBC-NCL,Gender-Neutral,,OBGND,252856,252856
"Delhi Technological University, Bawana Road, Delhi-110042",Bio-Technology,HS,OBC-NCL,Female-only (including Supernumerary),,OBGLD,418769,418769
"Delhi Technological University, Bawana Road, Delhi-110042",Bio-Technology,HS,SC,Gender-Neutral,,SCGND,510076,510076
"Delhi Technological University, Bawana Road, Delhi-110042",Bio-Technology,HS,OPEN,Female-only (including Supernumerary),Single Girl,GNSGD,129631,129631
"Delhi Technological University, Bawana Road, Delhi-110042",Bio-Technology,HS,OPEN (PwD),Gender-Neutral,,GNPDD,916464,916464
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,OS,OPEN,Gender-Neutral,,GNGNO,6200,6200
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,OS,OPEN,Female-only (including Supernumerary),,GNGLO,6391,6391
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,OS,EWS,Gender-Neutral,,EWGNO,8557,8557
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,OS,EWS,Female-only (including Supernumerary),,EWGLO,12353,12353
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,OS,OBC-NCL,Gender-Neutral,,OBGNO,12574,12574
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,OS,OBC-NCL,Female-only (including Supernumerary),,OBGLO,21525,21525
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,OS,SC,Gender-Neutral,,SCGNO,53632,53632
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,OS,SC,Female-only (including Supernumerary),,SCGLO,67313,67313
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,OS,ST,Gender-Neutral,,STGNO,92242,92242
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,OS,OPEN (PwD),Gender-Neutral,,GNPDO,43518,43518
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,OS,EWS (PwD),Gender-Neutral,,EWPDO,152345,152345
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,OS,OBC-NCL (PwD),Gender-Neutral,,OBPDO,134244,134244
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering,OS,SC (PwD),Gender-Neutral,,SCPDO,1035172,1035172
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering (Data Science & Analytics),OS,OPEN,Gender-Neutral,,GNGNO,6268,6268
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering (Data Science & Analytics),OS,EWS,Gender-Neutral,,EWGNO,9479,9479
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering (Data Science & Analytics),OS,OBC-NCL,Gender-Neutral,,OBGNO,13318,13318
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering (Data Science & Analytics),OS,SC,Gender-Neutral,,SCGNO,53670,53670
"Delhi Technological University, Bawana Road, Delhi-110042",Computer Science and Engineering (Data Science & Analytics),OS,ST,Gender-Neutral,,STGNO,80545,80545
"Delhi Technological University, Bawana Road, Delhi-110042",Information Technology,OS,OPEN,Gender-Neutral,,GNGNO,7360,7360
"Delhi Technological University, Bawana Road, Delhi-110042",Information Technology,OS,EWS,Gender-Neutral,,EWGNO,9928,9928
"Delhi Technological University, Bawana Road, Delhi-110042",Information Technology,OS,OBC-NCL,Gender-Neutral,,OBGNO,14868,14868
