Institute,Program,Quota,Seat,Gender,Note,Code,Opening Rank (int),Closing Rank (int)
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Computer Science and Engineering (Artificial Intelligence),OS,OPEN (PwD),Female-only (including Supernumerary),,GNPDO,156220,156220
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Computer Science and Engineering,OS,OPEN (PwD),Female-only (including Supernumerary),,GNPDO,130295,130295
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Electronics and Communication Engineering,OS,OPEN (PwD),Female-only (including Supernumerary),,GNPDO,263399,263399
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Information Technology,OS,OPEN (PwD),Female-only (including Supernumerary),,GNPDO,183061,183061
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Computer Science and Engineering (Artificial Intelligence),OS,SC,Female-only (including Supernumerary),,SCGNO,171651,171651
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Computer Science and Engineering,OS,SC,Female-only (including Supernumerary),,SCGNO,159820,159820
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Electronics and Communication Engineering (Artificial Intelligence),OS,SC,Female-only (including Supernumerary),,SCGNO,190655,190655
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Electronics and Communication Engineering,OS,SC,Female-only (including Supernumerary),,SCGNO,189771,189771
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Information Technology,OS,SC,Female-only (including Supernumerary),,SCGNO,181040,181040
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Artificial Intelligence and Machine Learning,OS,SC,Female-only (including Supernumerary),,SCGNO,185443,185443
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Mechanical and Automation Engineering,OS,SC,Female-only (including Supernumerary),,SCGNO,193338,193338
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Digital Media and Multimedia Engineering,OS,SC,Female-only (including Supernumerary),,SCGNO,206949,206949
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Information Technology,OS,SC,Female-only (including Supernumerary),Defence,SCCWO,181214,181214
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Computer Science and Engineering (Artificial Intelligence),OS,ST,Female-only (including Supernumerary),,STGNO,240177,240177
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Computer Science and Engineering,OS,ST,Female-only (including Supernumerary),,STGNO,298847,298847
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Electronics and Communication Engineering (Artificial Intelligence),OS,ST,Female-only (including Supernumerary),,STGNO,362325,362325
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Electronics and Communication Engineering,OS,ST,Female-only (including Supernumerary),,STGNO,237746,237746
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Information Technology,OS,ST,Female-only (including Supernumerary),,STGNO,339001,339001
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Artificial Intelligence and Machine Learning,OS,ST,Female-only (including Supernumerary),,STGNO,301035,301035
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Mechanical and Automation Engineering,OS,ST,Female-only (including Supernumerary),,STGNO,385313,385313
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Computer Science and Engineering (Artificial Intelligence),OS,OBC-NCL,Female-only (including Supernumerary),,OBGNO,48607,48607
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Computer Science and Engineering,OS,OBC-NCL,Female-only (including Supernumerary),,OBGNO,44123,44123
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Electronics and Communication Engineering (Artificial Intelligence),OS,OBC-NCL,Female-only (including Supernumerary),,OBGNO,55626,55626
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Electronics and Communication Engineering,OS,OBC-NCL,Female-only (including Supernumerary),,OBGNO,53744,53744
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Information Technology,OS,OBC-NCL,Female-only (including Supernumerary),,OBGNO,50746,50746
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Artificial Intelligence and Machine Learning,OS,OBC-NCL,Female-only (including Supernumerary),,OBGNO,51611,51611
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Mechanical and Automation Engineering,OS,OBC-NCL,Female-only (including Supernumerary),,OBGNO,59229,59229
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Digital Media and Multimedia Engineering,OS,OBC-NCL,Female-only (including Supernumerary),,OBGNO,57384,57384
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Computer Science and Engineering (Artificial Intelligence),OS,OBC-NCL,Female-only (including Supernumerary),Defence,OBCWO,373417,373417
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Information Technology,OS,OBC-NCL,Female-only (including Supernumerary),Defence,OBCWO,919670,919670
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Mechanical and Automation Engineering,OS,OBC-NCL,Female-only (including Supernumerary),Defence,OBCWO,68346,68346
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Computer Science and Engineering,OS,OBC-NCL (PwD),Female-only (including Supernumerary),,OBPDO,877504,877504
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Electronics and Communication Engineering (Artificial Intelligence),OS,OBC-NCL (PwD),Female-only (including Supernumerary),,OBPDO,696244,696244
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Computer Science and Engineering (Artificial Intelligence),OS,EWS,Female-only (including Supernumerary),,EWGNO,32454,32454
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Computer Science and Engineering,OS,EWS,Female-only (including Supernumerary),,EWGNO,29387,29387
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Electronics and Communication Engineering (Artificial Intelligence),OS,EWS,Female-only (including Supernumerary),,EWGNO,38849,38849
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Electronics and Communication Engineering,OS,EWS,Female-only (including Supernumerary),,EWGNO,36953,36953
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Information Technology,OS,EWS,Female-only (including Supernumerary),,EWGNO,32978,32978
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Artificial Intelligence and Machine Learning,OS,EWS,Female-only (including Supernumerary),,EWGNO,33019,33019
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Mechanical and Automation Engineering,OS,EWS,Female-only (including Supernumerary),,EWGNO,40700,40700
"Indira Gandhi Delhi Technical University for Women, Kashmere Gate, Delhi-110006",Artificial Intelligence and Machine Learning,OS,EWS,Female-only (including Supernumerary),Defence,EWCWO,116909,116909
