Institute,Program,Quota,Seat,Gender,Note,Code,Opening Rank (int),Closing Rank (int)
"Bhagwan Parshuram Institute of Technology, P.S.P-4, Sector-17, Rohini, Delhi-110085",Computer Science & Engineering,HS,OPEN,Gender-Neutral,Defence,OPDFHS,267901,345801
"Bhagwan Parshuram Institute of Technology, P.S.P-4, Sector-17, Rohini, Delhi-110085",Computer Science & Engineering,HS,OPEN,Gender-Neutral,,OPNOHS,103410,179114
"Bhagwan Parshuram Institute of Technology, P.S.P-4, Sector-17, Rohini, Delhi-110085",Computer Science & Engineering,HS,SC,Gender-Neutral,,SCNOHS,545736,1059550
"Bhagwan Parshuram Institute of Technology, P.S.P-4, Sector-17, Rohini, Delhi-110085",Computer Science & Engineering,OS,OPEN,Gender-Neutral,Defence,OPDFOS,101084,101084
"Bhagwan Parshuram Institute of Technology, P.S.P-4, Sector-17, Rohini, Delhi-110085",Computer Science & Engineering,OS,OPEN,Gender-Neutral,,OPNOOS,58591,79034
"Bhagwan Parshuram Institute of Technology, P.S.P-4, Sector-17, Rohini, Delhi-110085",Computer Science & Engineering,OS,OPEN (PwD),Gender-Neutral,,OPPHOS,574211,574211
"Bhagwan Parshuram Institute of Technology, P.S.P-4, Sector-17, Rohini, Delhi-110085",Computer Science & Engineering,OS,SC,Gender-Neutral,,SCNOOS,308701,353184
"Bhagwan Parshuram Institute of Technology, P.S.P-4, Sector-17, Rohini, Delhi-110085",Computer Science & Engineering,OS,ST,Gender-Neutral,,STNOOS,576006,576006
Bhagwan Parshuram Institute of Delhi-110085,Engineering,HS,OPEN,Gender-Neutral,Defence,OPDFHS,735201,735201
Bhagwan Parshuram Institute of Delhi-110085,Engineering,HS,OPEN,Gender-Neutral,,OPNOHS,354619,354619
Bhagwan Parshuram Institute of Delhi-110085,Engineering,HS,SC,Gender-Neutral,,SCNOHS,914782,914782
Bhagwan Parshuram Institute of Delhi-110085,Engineering,OS,OPEN,Gender-Neutral,,OPNOOS,112421,112421
Bhagwan Parshuram Institute of Delhi-110085,Engineering,OS,SC,Gender-Neutral,,SCNOOS,504057,504057
"Bhagwan Parshuram Institute of Technology, P.S.P-4, Sector-17, Rohini, Delhi-110085",Electronics & Communication Engineering,HS,OPEN,Gender-Neutral,Defence,OPDFHS,402308,503220
"Bhagwan Parshuram Institute of Technology, P.S.P-4, Sector-17, Rohini, Delhi-110085",Electronics & Communication Engineering,HS,OPEN,Gender-Neutral,,OPNOHS,201392,286487
"Bhagwan Parshuram Institute of Technology, P.S.P-4, Sector-17, Rohini, Delhi-110085",Electronics & Communication Engineering,HS,SC,Gender-Neutral,,SCNOHS,505444,1277133
"Bhagwan Parshuram Institute of Technology, P.S.P-4, Sector-17, Rohini, Delhi-110085",Electronics & Communication Engineering,OS,OPEN,Gender-Neutral,Defence,OPDFOS,107704,107704
"Bhagwan Parshuram Institute of Technology, P.S.P-4, Sector-17, Rohini, Delhi-110085",Electronics & Communication Engineering,OS,OPEN,Gender-Neutral,,OPNOOS,85798,100042
"Bhagwan Parshuram Institute of Technology, P.S.P-4, Sector-17, Rohini, Delhi-110085",Electronics & Communication Engineering,OS,SC,Gender-Neutral,,SCNOOS,468961,531339
"Bhagwan Parshuram Institute of Technology, P.S.P-4, Sector-17, Rohini, Delhi-110085",Information Technology,HS,OPEN,Gender-Neutral,Defence,OPDFHS,297086,366544
"Bhagwan Parshuram Institute of Technology, P.S.P-4, Sector-17, Rohini, Delhi-110085",Information Technology,HS,OPEN,Gender-Neutral,,OPNOHS,172125,215269
"Bhagwan Parshuram Institute of Technology, P.S.P-4, Sector-17, Rohini, Delhi-110085",Information Technology,HS,SC,Gender-Neutral,,SCNOHS,1134228,1355426
"Bhagwan Parshuram Institute of Technology, P.S.P-4, Sector-17, Rohini, Delhi-110085",Information Technology,OS,OPEN,Gender-Neutral,Defence,OPDFOS,106147,106147
"Bhagwan Parshuram Institute of Technology, P.S.P-4, Sector-17, Rohini, Delhi-110085",Information Technology,OS,OPEN,Gender-Neutral,,OPNOOS,71440,71440
"Bhagwan Parshuram Institute of Technology, P.S.P-4, Sector-17, Rohini, Delhi-110085",Information Technology,OS,SC,Gender-Neutral,,SCNOOS,364917,408843
Bharati Vidyapeeths College of Engineering,Computer Science & |Engineering,AI,OPEN,Gender-Neutral,Kashmiri Migrant,NOKMAI,228906,228906
Bharati Vidyapeeths College of Engineering,Computer Science & |Engineering,HS,OPEN,Gender-Neutral,Defence,OPDFHS,210711,303162
Bharati Vidyapeeths College of Engineering,Computer Science & |Engineering,HS,OPEN,Gender-Neutral,,OPNOHS,81514,159959
Bharati Vidyapeeths College of Engineering,Computer Science & |Engineering,HS,OPEN (PwD),Gender-Neutral,,OPPHHS,425888,425888
Bharati Vidyapeeths College of Engineering,Computer Science & |Engineering,HS,SC,Gender-Neutral,,SCNOHS,396798,963389
Bharati Vidyapeeths College of Engineering,Computer Science & |Engineering,OS,OPEN,Gender-Neutral,Defence,OPDFOS,85414,85414
Bharati Vidyapeeths College of Engineering,Computer Science & |Engineering,OS,OPEN,Gender-Neutral,,OPNOOS,65507,79459
Bharati Vidyapeeths College of Engineering,Computer Science & |Engineering,OS,SC,Gender-Neutral,Defence,SCDFOS,758968,758968
Bharati Vidyapeeths College of Engineering,Computer Science & |Engineering,OS,SC,Gender-Neutral,,SCNOOS,302012,340873
Bharati Vidyapeeths College of Engineering,Computer Science & |Engineering,OS,ST,Gender-Neutral,,STNOOS,1215890,1215890
Bharati Vidyapeeths College of Engineering,CSE- AIML,HS,OPEN,Gender-Neutral,Defence,OPDFHS,217359,330119
Bharati Vidyapeeths College of Engineering,CSE- AIML,HS,OPEN,Gender-Neutral,,OPNOHS,101096,167623
Bharati Vidyapeeths College of Engineering,CSE- AIML,HS,SC,Gender-Neutral,,SCNOHS,650898,1002370
Bharati Vidyapeeths College of Engineering,CSE- AIML,HS,ST,Gender-Neutral,,STNOHS,666401,666401
Bharati Vidyapeeths College of Engineering,CSE- AIML,OS,OPEN,Gender-Neutral,Defence,OPDFOS,496458,496458
Bharati Vidyapeeths College of Engineering,CSE- AIML,OS,OPEN,Gender-Neutral,,OPNOOS,67452,67452
Bharati Vidyapeeths College of Engineering,CSE- AIML,OS,SC,Gender-Neutral,,SCNOOS,283207,285157
Bharati Vidyapeeths College of Engineering,CSE- AIML,OS,ST,Gender-Neutral,,STNOOS,836071,836071
Bharati Vidyapeeths College of Engineering,Electrical & Electronics Engineering,HS,OPEN,Gender-Neutral,Defence,OPDFHS,718484,718484
Bharati Vidyapeeths College of Engineering,Electrical & Electronics Engineering,HS,OPEN,Gender-Neutral,,OPNOHS,233709,325165
Bharati Vidyapeeths College of Engineering,Electrical & Electronics Engineering,HS,SC,Gender-Neutral,,SCNOHS,1088009,1088009
Bharati Vidyapeeths College of Engineering,Electrical & Electronics Engineering,OS,OPEN,Gender-Neutral,,OPNOOS,83873,110304
Bharati Vidyapeeths College of Engineering,Electrical & Electronics Engineering,OS,SC,Gender-Neutral,,SCNOOS,550106,571477
Bharati Vidyapeeths College of Engineering,Electronics & Communication Engineering,HS,OPEN,Gender-Neutral,Defence,OPDFHS,364876,530060
Bharati Vidyapeeths College of Engineering,Electronics & Communication Engineering,HS,OPEN,Gender-Neutral,,OPNOHS,142087,257480
Bharati Vidyapeeths College of Engineering,Electronics & Communication Engineering,HS,OPEN (PwD),Gender-Neutral,,OPPHHS,514611,514611
Bharati Vidyapeeths College of Engineering,Electronics & Communication Engineering,HS,SC,Gender-Neutral,,SCNOHS,1269205,1340769
Bharati Vidyapeeths College of Engineering,Electronics & Communication Engineering,OS,OPEN,Gender-Neutral,Defence,OPDFOS,117852,117852
Bharati Vidyapeeths College of Engineering,Electronics & Communication Engineering,OS,OPEN,Gender-Neutral,,OPNOOS,86956,96114
Bharati Vidyapeeths College of Engineering,Electronics & Communication Engineering,OS,SC,Gender-Neutral,,SCNOOS,413095,454509
Bharati Vidyapeeths College of Engineering,Information Technology,HS,OPEN,Gender-Neutral,Defence,OPDFHS,316489,350168
Bharati Vidyapeeths College of Engineering,Information Technology,HS,OPEN,Gender-Neutral,,OPNOHS,102406,188921
Bharati Vidyapeeths College of Engineering,Information Technology,HS,SC,Gender-Neutral,,SCNOHS,996156,1233316
Bharati Vidyapeeths College of Engineering,Information Technology,OS,OPEN,Gender-Neutral,Defence,OPDFOS,102380,102380
Bharati Vidyapeeths College of Engineering,Information Technology,OS,OPEN,Gender-Neutral,,OPNOOS,81810,84481
Bharati Vidyapeeths College of Engineering,Information Technology,OS,SC,Gender-Neutral,,SCNOOS,344672,360637
Bharati Vidyapeeths College of Engineering,Instrumentation & Control Engineering (Shift!),HS,OPEN,Gender-Neutral,Defence,OPDFHS,579143,579143
Bharati Vidyapeeths College of Engineering,Instrumentation & Control Engineering (Shift!),HS,OPEN,Gender-Neutral,,OPNOHS,264835,377275
Bharati Vidyapeeths College of Engineering,Instrumentation & Control Engineering (Shift!),OS,OPEN,Gender-Neutral,,OPNOOS,109261,117932
Bharati Vidyapeeths College of Engineering,Instrumentation & Control Engineering (Shift!),OS,SC,Gender-Neutral,,SCNOOS,600749,600749
"Delhi Institute of Sciences & Technology (formerty Delhi Institute of Rural Development), (Sister Branch of DIRD) Behind Le Gardens Victorian Palace, G.T. _ Karnal Road, Nangli Poona, Delhi- 110036",Computer Science & |Engineering,HS,OPEN,Gender-Neutral,Defence,OPDFHS,759820,956093
"Delhi Institute of Sciences & Technology (formerty Delhi Institute of Rural Development), (Sister Branch of DIRD) Behind Le Gardens Victorian Palace, G.T. _ Karnal Road, Nangli Poona, Delhi- 110036",Computer Science & |Engineering,HS,OPEN,Gender-Neutral,,OPNOHS,179136,179136
"Delhi Institute of Sciences & Technology (formerty Delhi Institute of Rural Development), (Sister Branch of DIRD) Behind Le Gardens Victorian Palace, G.T. _ Karnal Road, Nangli Poona, Delhi- 110036",Computer Science & |Engineering,OS,OPEN,Gender-Neutral,Defence,OPDFOS,244136,244136
"Delhi Institute of Sciences & Technology (formerty Delhi Institute of Rural Development), (Sister Branch of DIRD) Behind Le Gardens Victorian Palace, G.T. _ Karnal Road, Nangli Poona, Delhi- 110036",Computer Science & |Engineering,OS,OPEN,Gender-Neutral,,OPNOOS,110045,187551
"Delhi Institute of Sciences & Technology (formerty Delhi Institute of Rural Development), (Sister Branch of DIRD) Behind Le Gardens Victorian Palace, G.T. _ Karnal Road, Nangli Poona, Delhi- 110036",Computer Science & |Engineering,OS,SC,Gender-Neutral,,SCNOOS,532492,744844
"ae Park, Ill, Greater NOIDA, UP",Data Science,HS,OPEN,Gender-Neutral,,OPNOHS,1424341,1424341
"ae Park, Ill, Greater NOIDA, UP",Data Science,OS,OPEN,Gender-Neutral,,OPNOOS,2313,231380
"ae Park, Ill, Greater NOIDA, UP",Data Science,OS,SC,Gender-Neutral,,SCNOOS,6586,658476
"ee Park, Ill, Greater NOIDA, UP",Machine Learning,HS,OPEN,Gender-Neutral,,OPNOHS,1365234,1365234
"ee Park, Ill, Greater NOIDA, UP",Machine Learning,OS,OPEN,Gender-Neutral,,OPNOOS,2317,231770
"ee Park, Ill, Greater NOIDA, UP",Machine Learning,OS,SC,Gender-Neutral,,SCNOOS,9754,975460
"ae Park, Ill, Greater NOIDA, UP",ere & Applied Mathematics),HS,OPEN,Gender-Neutral,,OPNOHS,1401259,1401259
"ae Park, Ill, Greater NOIDA, UP",ere & Applied Mathematics),OS,OPEN,Gender-Neutral,,OPNOOS,20603,236425
"ae Park, Ill, Greater NOIDA, UP",ere & Applied Mathematics),OS,SC,Gender-Neutral,,SCNOOS,10625,1062587
"Delhi Technical Campus, 28/1, Knowledge Park, lil, Greater NOIDA, UP",Computer Science & Engineering,HS,OPEN,Gender-Neutral,Defence,OPDFHS,1143344,1143344
"Delhi Technical Campus, 28/1, Knowledge Park, lil, Greater NOIDA, UP",Computer Science & Engineering,HS,OPEN,Gender-Neutral,,OPNOHS,164365,164365
"Delhi Technical Campus, 28/1, Knowledge Park, lil, Greater NOIDA, UP",Computer Science & Engineering,HS,SC,Gender-Neutral,,SCNOHS,1400323,1400323
"Delhi Technical Campus, 28/1, Knowledge Park, lil, Greater NOIDA, UP",Computer Science & Engineering,OS,OPEN,Gender-Neutral,Defence,OPDFOS,216661,241855
"Delhi Technical Campus, 28/1, Knowledge Park, lil, Greater NOIDA, UP",Computer Science & Engineering,OS,OPEN,Gender-Neutral,,OPNOOS,109025,214611
"Delhi Technical Campus, 28/1, Knowledge Park, lil, Greater NOIDA, UP",Computer Science & Engineering,OS,SC,Gender-Neutral,,SCNOOS,454971,946166
"Delhi Technical Campus, 28/1, Knowledge Park, III, Greater NOIDA, UP",Computer Science & Technology,HS,OPEN,Gender-Neutral,,OPNOHS,369269,1344834
"Delhi Technical Campus, 28/1, Knowledge Park, III, Greater NOIDA, UP",Computer Science & Technology,OS,OPEN,Gender-Neutral,Defence,OPDFOS,267136,267136
"Delhi Technical Campus, 28/1, Knowledge Park, III, Greater NOIDA, UP",Computer Science & Technology,OS,OPEN,Gender-Neutral,,OPNOOS,179643,224777
"Delhi Technical Campus, 28/1, Knowledge Park, III, Greater NOIDA, UP",Computer Science & Technology,OS,SC,Gender-Neutral,Defence,SCDFOS,1194032,1194032
"Delhi Technical Campus, 28/1, Knowledge Park, III, Greater NOIDA, UP",Computer Science & Technology,OS,SC,Gender-Neutral,,SCNOOS,548740,548740
"nate Delhi Technical Campus, 28/1, Knowledge Park, Ill, Greater NOIDA, UP",course CSE (Cyber Security),HS,OPEN,Gender-Neutral,,OPNOHS,367415,1469925
"nate Delhi Technical Campus, 28/1, Knowledge Park, Ill, Greater NOIDA, UP",course CSE (Cyber Security),OS,OPEN,Gender-Neutral,,OPNOOS,189703,232312
"nate Delhi Technical Campus, 28/1, Knowledge Park, Ill, Greater NOIDA, UP",course CSE (Cyber Security),OS,SC,Gender-Neutral,,SCNOOS,469132,744922
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Artificial Intelligence & Data Science,HS,OPEN,Gender-Neutral,Defence,OPDFHS,581588,913799
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Artificial Intelligence & Data Science,HS,OPEN,Gender-Neutral,,OPNOHS,220016,381339
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Artificial Intelligence & Data Science,OS,OPEN,Gender-Neutral,Defence,OPDFOS,191061,191061
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Artificial Intelligence & Data Science,OS,OPEN,Gender-Neutral,,OPNOOS,91692,148999
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Artificial Intelligence & Data Science,OS,SC,Gender-Neutral,,SCNOOS,551161,604839
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Artificial Intelligence & Data Science (Shift II),HS,OPEN,Gender-Neutral,Defence,OPDFHS,844430,921301
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Artificial Intelligence & Data Science (Shift II),HS,OPEN,Gender-Neutral,,OPNOHS,218804,397263
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Artificial Intelligence & Data Science (Shift II),OS,OPEN,Gender-Neutral,,OPNOOS,147809,152663
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Artificial Intelligence & Data Science (Shift II),OS,SC,Gender-Neutral,,SCNOOS,633242,649331
"Or. Akhilesh Das Gupta institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Artificial Intelligence & Machine Learning,HS,OPEN,Gender-Neutral,Defence,OPDFHS,422600,716181
"Or. Akhilesh Das Gupta institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Artificial Intelligence & Machine Learning,HS,OPEN,Gender-Neutral,,OPNOHS,189441,369157
"Or. Akhilesh Das Gupta institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Artificial Intelligence & Machine Learning,HS,SC,Gender-Neutral,,SCNOHS,681577,1207484
"Or. Akhilesh Das Gupta institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Artificial Intelligence & Machine Learning,OS,OPEN,Gender-Neutral,Defence,OPDFOS,154098,154098
"Or. Akhilesh Das Gupta institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Artificial Intelligence & Machine Learning,OS,OPEN,Gender-Neutral,,OPNOOS,104229,147793
"Or. Akhilesh Das Gupta institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Artificial Intelligence & Machine Learning,OS,SC,Gender-Neutral,,SCNOOS,390978,544166
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Or. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Artificial Intelligence & Machine Learning (Shift II),HS,OPEN,Gender-Neutral,Defence,OPDFHS,524063,918729
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Or. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Artificial Intelligence & Machine Learning (Shift II),HS,OPEN,Gender-Neutral,,OPNOHS,265508,395466
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Or. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Artificial Intelligence & Machine Learning (Shift II),HS,SC,Gender-Neutral,,SCNOHS,1251571,1251571
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Or. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Artificial Intelligence & Machine Learning (Shift II),OS,OPEN,Gender-Neutral,,OPNOOS,147822,154302
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Or. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Artificial Intelligence & Machine Learning (Shift II),OS,SC,Gender-Neutral,,SCNOOS,546269,546269
"Or. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053","B. Tech, (Computer Science)",HS,OPEN,Gender-Neutral,Defence,OPDFHS,623160,623160
"Or. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053","B. Tech, (Computer Science)",HS,OPEN,Gender-Neutral,,OPNOHS,222606,322333
"Or. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053","B. Tech, (Computer Science)",OS,OPEN,Gender-Neutral,Defence,OPDFOS,130672,130672
"Or. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053","B. Tech, (Computer Science)",OS,OPEN,Gender-Neutral,,OPNOOS,103159,129879
"Or. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053","B. Tech, (Computer Science)",OS,SC,Gender-Neutral,,SCNOOS,456928,534431
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",B.Tech (CS) II- Shift,HS,OPEN,Gender-Neutral,Defence,OPDFHS,643348,657746
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",B.Tech (CS) II- Shift,HS,OPEN,Gender-Neutral,,OPNOHS,249928,354073
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",B.Tech (CS) II- Shift,HS,SC,Gender-Neutral,,SCNOHS,1147170,1147170
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",B.Tech (CS) II- Shift,OS,OPEN,Gender-Neutral,,OPNOOS,130453,137636
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",B.Tech (CS) II- Shift,OS,SC,Gender-Neutral,,SCNOOS,547482,547482
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Civil Engineering,HS,OPEN,Gender-Neutral,,OPNOHS,7940,238773
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Civil Engineering,HS,SC,Gender-Neutral,,SCNOHS,573380,775212
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Civil Engineering,OS,OPEN,Gender-Neutral,,OPNOOS,126448,189286
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Civil Engineering,OS,SC,Gender-Neutral,,SCNOOS,565863,565863
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Computer Science & Engineering (Shift 1),HS,OPEN,Gender-Neutral,Defence,OPDFHS,326105,557893
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Computer Science & Engineering (Shift 1),HS,OPEN,Gender-Neutral,,OPNOHS,111661,287513
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Computer Science & Engineering (Shift 1),HS,SC,Gender-Neutral,,SCNOHS,631817,1458043
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Computer Science & Engineering (Shift 1),OS,OPEN,Gender-Neutral,Defence,OPDFOS,135019,135019
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Computer Science & Engineering (Shift 1),OS,OPEN,Gender-Neutral,,OPNOOS,96330,122166
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Computer Science & Engineering (Shift 1),OS,SC,Gender-Neutral,Defence,SCDFOS,778645,778645
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Computer Science & Engineering (Shift 1),OS,SC,Gender-Neutral,,SCNOOS,345663,462758
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",‘Computer Science & Engineering (Shift II),HS,OPEN,Gender-Neutral,Defence,OPDFHS,373024,373024
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",‘Computer Science & Engineering (Shift II),HS,OPEN,Gender-Neutral,,OPNOHS,231175,305489
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",‘Computer Science & Engineering (Shift II),OS,OPEN,Gender-Neutral,,OPNOOS,107275,125075
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",‘Computer Science & Engineering (Shift II),OS,SC,Gender-Neutral,,SCNOOS,479737,481685
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Computer Science & Technology,HS,OPEN,Gender-Neutral,Defence,OPDFHS,576385,596751
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Computer Science & Technology,HS,OPEN,Gender-Neutral,,OPNOHS,210514,326896
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Computer Science & Technology,OS,OPEN,Gender-Neutral,,OPNOOS,93816,131295
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Computer Science & Technology,OS,SC,Gender-Neutral,,SCNOOS,433898,513963
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Computer Science and Technology (II Shift),HS,OPEN,Gender-Neutral,Defence,OPDFHS,678183,680725
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Computer Science and Technology (II Shift),HS,OPEN,Gender-Neutral,,OPNOHS,247360,371589
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Computer Science and Technology (II Shift),OS,OPEN,Gender-Neutral,Defence,OPDFOS,154261,154261
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Computer Science and Technology (II Shift),OS,OPEN,Gender-Neutral,,OPNOOS,133851,133851
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Computer Science and Technology (II Shift),OS,SC,Gender-Neutral,,SCNOOS,536198,536198
